GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HJURP	24.43729609	-0.118355848	0.308654837	-0.429174948	0.667795913	0.831138995
IL13RA2	228.1630271	-0.199386419	0.156976811	-1.310961513	0.189870767	0.393813507
COL10A1	11.57381515	0.124015019	0.360726899	0.322078753	0.747393034	0.877045617
AMD1	529.0571218	0.36294513	0.109829433	3.306072258	0.000946137	0.00576161
NDUFAF4	139.5683164	0.220530505	0.186629997	1.190334898	0.23391479	0.449079586
USP45	229.5652723	0.163160258	0.135064751	1.204415648	0.228428967	0.442475203
PLP1	8.027673528	-0.117628903	0.372731777	-0.390571867	0.696113724	0.847603736
SERPINA7	0	NA	NA	NA	NA	NA
MORF4L2	5047.858569	1.010279658	0.083320554	12.1249092	7.79E-34	1.11E-31
H2BW1	0	NA	NA	NA	NA	NA
RAB9B	59.2282031	-0.354268098	0.221949137	-1.578357195	0.114483573	0.276304256
NRK	108.080148	1.095172571	0.276153786	3.605556277	0.000311485	0.002188101
FAM199X	666.8053753	0.214504248	0.105842583	2.025843059	0.04278087	0.133133931
ESX1	0	NA	NA	NA	NA	NA
MAGEA9	0.24272055	-0.054545661	0.152128056	-0.313570349	0.753847382	NA
ATXN3L	0	NA	NA	NA	NA	NA
RAB9A	563.6179935	0.069567585	0.128583418	0.541893053	0.587892183	0.777088566
METTL8	519.6202464	-0.02260191	0.115852684	-0.195858523	0.844720902	0.926805482
TTC21B	408.5173138	0.217396665	0.113976076	1.907375754	0.056471947	0.164190266
NMI	228.8440897	-0.386536972	0.15239865	-2.539444456	0.011102867	0.046026646
TNFAIP6	323.7426842	-1.860291155	0.327244781	-5.813239782	6.13E-09	1.07E-07
ACVR1C	20.57471571	-1.097871013	0.32062015	-3.41197751	0.000644934	0.004135993
BAZ2B	635.5292401	-0.369196749	0.109905648	-3.361457887	0.000775322	0.004868285
SLC36A1	789.6525411	0.718024223	0.116760028	6.140506354	8.23E-10	1.62E-08
LPGAT1	1045.795663	0.215540701	0.094087671	2.291430635	0.021938519	0.079193694
BATF3	42.4172472	1.528427873	0.290082819	5.153411127	2.56E-07	3.48E-06
G0S2	42.28489013	-1.943300759	0.329005023	-5.819873773	5.89E-09	1.03E-07
KCNJ2	839.785296	-0.060006135	0.147998122	-0.415613141	0.677693109	0.837317477
RAP2C	545.6569397	0.004048461	0.104748096	0.037621855	0.969989183	0.984617205
EXOSC9	433.5393528	0.502136302	0.118827429	4.218680553	2.46E-05	0.000226798
PLA2G12A	575.4331165	-0.044988905	0.109554223	-0.411177873	0.680942112	0.839472016
B9D2	45.53772409	-0.227931443	0.247930857	-0.933327535	0.350650883	0.576662392
COQ8B	391.0728534	-0.249761038	0.131544305	-1.902425141	0.057115597	0.165660691
PFKFB2	334.7867315	0.057816558	0.128567751	0.449439114	0.653114921	0.821377354
C4BPA	1.89972737	-0.078496276	0.321216911	-0.450872454	0.652081477	NA
C4BPB	0.275691738	0.007560358	0.152128056	0.06281444	0.949914267	NA
RAB38	33.73288405	0.018306821	0.27494004	0.127293978	0.898707727	0.95150841
GPR83	0.893145583	-0.106108698	0.220382095	-0.278835812	0.78037083	NA
AGO2	402.9657458	0.535176273	0.151145244	3.506564745	0.000453931	0.003030606
MXD4	3312.589906	-0.230985794	0.099852385	-2.322818547	0.020188902	0.074024395
CKS2	249.1658783	0.046809108	0.157862039	0.291825202	0.770420275	0.888627402
DAW1	2.865686993	0.521127903	0.3202253	1.650393548	0.09886247	NA
ACSL3	2700.027798	-0.439210549	0.078516403	-5.589451452	2.28E-08	3.70E-07
CHPF	2939.275601	0.269364596	0.116693215	2.312939541	0.020725963	0.075576207
DNPEP	1751.572087	-0.07889885	0.090866856	-0.871973917	0.383222607	0.608356636
INHA	18.59754146	0.515782176	0.326639086	1.530610381	0.125865714	0.296239316
MOGAT1	0.348101303	-0.024314729	0.152222459	-0.146154669	0.88379929	NA
OBSL1	1537.506456	0.35932148	0.095051323	3.779763086	0.000156978	0.001191718
FAM124B	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
SLC12A4	1685.962135	0.05831812	0.094436642	0.615281257	0.538368993	0.739745821
ENKD1	246.6973167	-0.023289643	0.147467275	-0.158392063	0.874147868	0.940567792
MC3R	0	NA	NA	NA	NA	NA
GCNT7	5.236912245	-0.324481438	0.368815183	-1.155770263	0.247775139	0.466568983
CTCFL	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
FAM210B	2803.764675	-0.030648098	0.079142167	-0.384548734	0.700571783	0.85057759
PI3	0.246021547	0.007560358	0.152128056	0.075413928	0.939885378	NA
FAM209A	2.177607653	-0.190637453	0.319211803	-0.932015722	0.351328401	NA
SNX21	853.3717516	-0.776664097	0.11941447	-6.505025421	7.77E-11	1.71E-09
SLPI	13.13310026	-0.09713469	0.349534389	-0.322072911	0.74739746	0.877045617
WFDC3	10.90739822	-0.0739765	0.37240412	0.164812942	0.869091217	0.938116296
TTPAL	866.610762	0.232649115	0.107113423	2.169726224	0.030027592	0.101320415
PREX1	195.8322108	-0.577125491	0.160825966	-3.621525581	0.000292871	0.002073196
KCNS1	26.16776789	-1.985765745	0.330269397	-5.904515825	3.54E-09	6.44E-08
SLC12A5	5.402122434	-0.061056968	0.37464732	-0.132822621	0.894333664	0.949674588
ARHGAP40	0	NA	NA	NA	NA	NA
SDC4	5569.353086	-0.37895079	0.12709265	-2.973722511	0.00294211	0.015228369
NCOA3	1571.592732	1.307069007	0.139093306	9.366601285	7.49E-21	4.81E-19
PIGT	4844.335287	-0.054417246	0.076496951	-0.7098136	0.477819734	0.692604959
SEMG2	0	NA	NA	NA	NA	NA
MATN4	2.57218829	-0.287872135	0.33661537	-0.940458554	0.3469824	NA
NCOA5	679.7498509	-0.0374238	0.10587767	-0.35569491	0.722069057	0.863915905
VAPB	1219.316208	0.249492202	0.086381934	2.887042328	0.003888819	0.019242015
PARD6B	15.34953149	0.433199323	0.342418298	1.245370827	0.212995472	0.423284346
ATP5F1E	2367.605956	0.026556256	0.088576212	0.29610948	0.767146474	0.886864032
CHD6	1475.29507	-0.237831252	0.108258235	-2.206383682	0.027357147	0.094227163
PLCG1	1488.134251	-0.029794308	0.083166601	-0.361157624	0.717981618	0.861616375
TOX2	214.0970804	-0.309763976	0.153979537	-2.042250829	0.041126657	0.129066293
SRSF6	2791.590651	-0.149984676	0.086393282	-1.737299126	0.082334386	0.21613958
GDAP1L1	1.331974176	-0.294133925	0.253274014	-1.191538938	0.23344208	NA
GTSF1L	0	NA	NA	NA	NA	NA
ARFGEF2	1632.627252	0.308520809	0.0904483	3.411091348	0.000647034	0.004146116
ZNFX1	3123.509046	0.018777444	0.084344908	0.221612692	0.824615402	0.917761213
ZNF831	0	NA	NA	NA	NA	NA
EDN3	0.26402549	0.069666376	0.152128056	0.32790147	0.742986162	NA
CSE1L	1264.796659	-0.099929392	0.091300488	-1.095422954	0.273331382	0.497049089
PEDS1-UBE2V1	0	NA	NA	NA	NA	NA
RAB22A	1211.549918	0.047242302	0.087269899	0.542034899	0.587794465	0.777025172
PTGIS	10183.38481	-0.658797951	0.081626063	-8.06748714	7.18E-16	2.80E-14
STAU1	2931.398834	-0.110046511	0.086527413	-1.272308216	0.203263631	0.410470045
CDH26	5.211272403	0.036732253	0.371037385	0.308212319	0.757920779	0.882651241
SNAI1	65.74844688	-0.550326884	0.230758159	-2.452979419	0.014167844	0.055940596
MOCS3	166.9336761	-0.106703512	0.168521947	-0.634187308	0.52595859	0.730359145
STX16	1134.295349	-0.047671742	0.094324057	-0.50622885	0.612696004	0.794277005
PMEPA1	143.0684698	-0.984091658	0.181650463	-5.506756854	3.66E-08	5.75E-07
RNF114	1517.961637	-0.458776734	0.093715613	-4.895786581	9.79E-07	1.19E-05
ANKRD60	0	NA	NA	NA	NA	NA
DDX27	705.2168624	0.138948319	0.102143512	1.359991076	0.173832748	0.372165093
RBPJL	0	NA	NA	NA	NA	NA
SEMG1	0	NA	NA	NA	NA	NA
C20orf85	0	NA	NA	NA	NA	NA
BCAS4	250.0789059	-0.237590388	0.149123537	-1.586720696	0.112575917	0.273539923
KCNK15	96.93857167	-1.340078781	0.199255867	-6.673426316	2.50E-11	5.76E-10
TP53TG5	6.721242324	-0.04486017	0.373506973	-0.074491521	0.940619288	0.971348163
PCK1	0.228925405	0.069666376	0.152128056	0.412690722	0.679833223	NA
ZBP1	0	NA	NA	NA	NA	NA
NEURL2	12.20497267	-0.194442218	0.361268698	-0.463408956	0.64307126	0.815179868
MAGEA10	0	NA	NA	NA	NA	NA
MTRR	565.7150786	0.018750559	0.114819896	0.152774141	0.878576391	0.942750561
FASTKD3	101.3773111	-0.163315979	0.180890519	-0.907322811	0.364236115	0.589787554
PEPD	1623.100601	-0.093225542	0.093305964	-1.001480776	0.316594429	0.543624658
CHST8	0.089435752	0.038613367	0.152128056	0.235307714	0.813969908	NA
IQSEC2	323.2857391	0.102376204	0.120724241	0.848862211	0.395957968	0.62012633
VAMP7	940.6208052	-0.00971488	0.092945022	-0.105146901	0.916259244	0.959831734
IL9R	0.417416142	0.060193177	0.152676437	0.307479201	0.758478652	NA
XG	1198.228604	0.104238455	0.116688886	0.885636998	0.375813168	0.600685612
STAMBP	619.1216867	-0.04091559	0.100799926	-0.404907874	0.68554523	0.841424939
NAGK	1254.681334	-0.359871405	0.086764017	-4.147419473	3.36E-05	0.00029834
MCEE	161.1349032	-0.441368292	0.164201727	-2.692637308	0.007088934	0.031783173
PAIP2B	25.5945003	0.947283222	0.320482026	2.90529339	0.00366909	0.018305594
SNRNP27	359.4684171	0.094476464	0.119587768	0.789811267	0.429637998	0.652458132
MPHOSPH10	505.4922159	-0.166555542	0.116245193	-1.431607625	0.152256146	0.338887112
IL17C	0.246021547	0.007560358	0.152128056	0.075413928	0.939885378	NA
NDUFB4P12	11.55859612	-0.389427782	0.355408994	-1.094684116	0.27365505	0.497150782
ATP8A1	24.92551662	-0.385102824	0.312209205	-1.306494341	0.191384502	0.395639448
USP22	3923.498854	-0.343815725	0.073665664	-4.667197462	3.05E-06	3.41E-05
POF1B	0	NA	NA	NA	NA	NA
HIF3A	197.1066398	2.386873954	0.16323868	14.52345622	8.61E-48	2.40E-45
ZNF576	118.1681562	-0.22462679	0.184007719	-1.240219672	0.214894154	0.425537295
IRGC	0.335457299	0.037428105	0.152265929	0.240370518	0.810043031	NA
ZNF45	260.3381553	-0.429090072	0.138295357	-3.108252105	0.001881975	0.010399474
LYPD3	19.98730791	-1.024801224	0.328380423	-3.029608879	0.002448706	0.013037503
PSG8	36.64409012	-0.619886511	0.284016072	-2.203331668	0.027571381	0.094877628
CEACAM8	0	NA	NA	NA	NA	NA
NDP	1.15864828	-0.294949666	0.220165212	-1.194302842	0.232359527	NA
USP9X	5354.819808	0.401670936	0.084897994	4.726614127	2.28E-06	2.60E-05
CRISP2	0	NA	NA	NA	NA	NA
F13A1	0	NA	NA	NA	NA	NA
GRM4	0.490935053	-0.051361596	0.158419827	-0.213142389	0.831215903	NA
TRERF1	485.3553286	-0.818467954	0.1285545	-6.36974046	1.89E-10	3.98E-09
PACSIN1	2.75693044	-0.297649271	0.339763291	-0.678512066	0.497447076	NA
BTN2A2	224.4409525	-0.346414248	0.135846975	-2.549489509	0.010788076	0.044876556
SIRT5	203.0084118	0.02643365	0.15664469	0.159116386	0.873577179	0.940386665
MRS2	293.5100367	0.03240839	0.123788464	0.261229259	0.793915716	0.901022392
WRNIP1	745.8463452	0.122571808	0.099429931	1.232386381	0.217804786	0.42919496
RRP36	480.42014	-0.02088954	0.111653876	-0.19415193	0.846056921	0.927555495
BTN1A1	1.031433952	0.133568093	0.263535246	0.715651288	0.474206696	NA
SNRPC	682.0736076	-0.007892262	0.108037021	-0.078156365	0.937703671	0.970389697
SLC17A3	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
SLC17A1	0	NA	NA	NA	NA	NA
SERPINB6	1601.128478	-0.22499811	0.090423037	-2.489206448	0.01280286	0.051514934
XPO5	562.7344212	0.15397532	0.101439733	1.516401906	0.129417757	0.302135999
ABCC10	535.5484099	0.021212235	0.11939407	0.187535124	0.851241087	0.930034339
H1-3	1.029437081	0.006107451	0.234336888	-0.338143939	0.73525472	NA
PEX6	678.0731572	0.141899809	0.111242275	1.280599157	0.200334496	0.406564307
NQO2	257.4211029	-0.231552555	0.130314554	-1.781170695	0.07488457	0.201968469
OARD1	352.1284084	0.042994321	0.1492707	0.277594087	0.781323972	0.895037789
UNC5CL	3.868104642	0.081836236	0.367776533	0.188160464	0.850750864	0.929954185
AARS2	353.7575723	-0.759312933	0.14971208	-5.083509619	3.71E-07	4.87E-06
H1-1	0	NA	NA	NA	NA	NA
ZNF391	121.8438367	-0.417241694	0.188785956	-2.207578827	0.027273646	0.094039581
RPS10	12.92621402	-0.203020131	0.348667038	-0.573215077	0.566499077	0.761705664
MOCS1	518.1530495	0.462595448	0.110786285	4.179393601	2.92E-05	0.000263683
H2BC11	41.28007459	0.068341769	0.256834846	0.265416309	0.790688774	0.898931882
MED20	356.0608326	0.020175209	0.117730171	0.169846065	0.865131199	0.936171353
OR2B6	0.382991875	0.037428111	0.152265929	0.25123055	0.801635866	NA
TBCC	477.4930976	0.200891122	0.126024171	1.587395344	0.112423133	0.273330164
SPDEF	0.246021547	0.007560358	0.152128056	0.075413928	0.939885378	NA
TCP11	1.959118565	-0.173364922	0.301387999	-0.743382523	0.457250122	NA
MAD2L1BP	281.1433179	0.180007821	0.134809306	1.332841392	0.182583859	0.384018582
APOBEC2	0.947444534	0.022893902	0.245353997	0.271128725	0.786292029	NA
KLHDC3	1046.673732	0.591867702	0.098752534	5.994202914	2.04E-09	3.81E-08
GNMT	5.918648784	-0.01201354	0.374597541	-0.038231003	0.969503503	0.984613453
DNAH8	0.642948125	-0.025989239	0.175721291	-0.150636363	0.880262576	NA
TREM1	0.971084999	0.118215614	0.201222042	0.509818676	0.6101785	NA
MEA1	641.600683	-0.16271218	0.115501788	-1.406642051	0.159533557	0.349750951
KLHL31	2.575320313	-0.024369053	0.333369378	-0.274424545	0.783758383	NA
COL21A1	103.7941524	-0.129641754	0.256275568	-0.571414411	0.567718762	0.762688936
CDKN1A	8040.520318	-1.003614529	0.071115957	-14.11372662	3.13E-45	7.40E-43
SOX4	1285.45128	-2.326236051	0.136434395	-17.08244144	2.01E-65	1.08E-62
GLO1	1564.173575	0.135812722	0.081227226	1.672566104	0.094412744	0.239187122
CPNE5	14.64785871	0.480382834	0.363198558	1.197961602	0.230931966	0.445544055
KCNK17	0	NA	NA	NA	NA	NA
RREB1	610.3138792	0.001952633	0.106900149	0.015933067	0.98728779	0.992946875
SSR1	2618.036517	-0.037067002	0.092829677	-0.401467677	0.688075831	0.843344194
RIOK1	313.4101097	0.039691622	0.12353035	0.321218017	0.74804518	0.877119202
NRN1	9.431753712	-0.295047552	0.368524247	-0.859384235	0.390128564	0.614789473
SLC35B3	685.8768369	0.124837759	0.128586149	0.970373124	0.33186054	0.559345299
RPP40	65.16468087	-0.172876229	0.227130211	-0.77906219	0.435943081	0.657615139
ATXN1	1395.250838	-0.397686086	0.114999508	-3.451835688	0.000556787	0.00364103
NUP153	1063.455277	0.024332312	0.088230209	0.275994914	0.782551973	0.895452073
DEK	2748.502875	0.260818029	0.087646733	2.973177316	0.002947341	0.01524534
EEF1E1	47.19354334	0.253910256	0.24339354	1.050976878	0.29326921	0.520419543
CRISP1	0	NA	NA	NA	NA	NA
RUNX2	136.7140427	0.386284433	0.162318256	2.380516195	0.017288401	0.065401083
OPN5	0.246008119	0.007560358	0.152128056	0.060692374	0.951604205	NA
GCM2	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
LRRFIP1	2134.924737	0.591804398	0.131190998	4.504938066	6.64E-06	6.96E-05
LOC93463	0.940337095	-0.142299151	0.239217978	-0.59474595	0.552013302	NA
RAB17	4.883190734	0.604361243	0.370731621	1.711889696	0.086916998	0.224792289
CXCL6	24.8465115	0.248230788	0.329423213	0.99556551	0.3194613	0.547067404
EREG	6.283288202	-0.24104769	0.366217436	-0.173191428	0.862500961	0.934574178
TRIM51	0	NA	NA	NA	NA	NA
MYRF-AS1	0	NA	NA	NA	NA	NA
MYRF	20.42292413	0.174935674	0.315843823	0.500425467	0.616775525	0.797513174
SCGB1D2	0	NA	NA	NA	NA	NA
SCGB2A1	0	NA	NA	NA	NA	NA
AHNAK	105816.0691	0.309073163	0.094577477	3.265795827	0.001091569	0.006509858
EMC3	1210.69231	0.248225371	0.099489524	2.498831906	0.01246034	0.050501082
SSUH2	0.407853436	-0.00169871	0.152733993	-0.113913552	0.909306323	NA
WNT1	0	NA	NA	NA	NA	NA
SH3TC1	4.986821383	-0.5880302	0.36742753	-1.843527795	0.065251987	0.18356603
CNOT1	3768.682798	-0.050819992	0.081216257	-0.62756106	0.530291525	0.733410998
FBXL9P	33.3884611	-0.083915916	0.308074553	-0.249291761	0.803135104	0.906523873
BBS2	1033.882439	-0.272900839	0.106831225	-2.556418109	0.010575596	0.044192804
MT1G	19.5296087	0.389957525	0.288460276	1.47912556	0.13910676	0.318424386
MT2A	3659.642277	2.162307044	0.103740862	20.84455847	1.71E-96	2.96E-93
PHAF1	297.6177146	-0.052513008	0.124220525	-0.42251298	0.672650628	0.834123101
GOT2	768.5525585	-0.011962991	0.100293037	-0.114541298	0.908808711	0.956800104
DOK4	449.6528778	0.112910693	0.120174014	0.93853718	0.347968419	0.573988568
PIWIL1	0	NA	NA	NA	NA	NA
GPR18	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
CLYBL	36.27838453	0.450600406	0.267041444	1.668066929	0.095302441	0.240699163
TMTC4	288.157006	-0.398905957	0.13187463	-3.029657238	0.002448314	0.013037503
RAP2A	742.1940053	-0.102036347	0.097002641	-1.051360619	0.293092995	0.520225076
SLC10A2	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
ABCC4	1306.546957	0.529712031	0.120411062	4.418644421	9.93E-06	0.000100389
EFNB2	1193.245288	0.322650216	0.297364367	1.335184896	0.181815839	0.383007708
SOX21	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
TM9SF2	2995.627673	0.123429449	0.100196905	1.233200289	0.217501048	0.42885055
HROB	25.91262361	0.047353175	0.294841293	0.20094936	0.840738171	0.925357152
KIF25	0.814161367	-0.071245759	0.23304658	-0.32218615	0.747311676	NA
IRF1	494.6902873	-0.47397354	0.158976103	-3.027120674	0.002468954	0.013119559
UPF3B	289.8881961	0.103397112	0.148406741	0.70487364	0.480888876	0.694500407
RNF113A	142.166571	0.089414728	0.16170209	0.547579038	0.583980986	0.774907575
SEPTIN6	231.4969571	-0.070344553	0.146061571	-0.504306814	0.61404579	0.795450432
TMEM255A	6.760772491	-0.048291467	0.37464675	-0.229886289	0.818180131	0.914057871
NDUFA1	668.4626031	0.197599976	0.10069995	1.960822298	0.049899756	0.150257345
AMELX	0	NA	NA	NA	NA	NA
DMAC2L	163.1222151	0.316135658	0.158511703	2.002992156	0.04517813	0.13901511
BMP4	2703.689999	0.149475344	0.133784239	1.104464833	0.26939155	0.49286357
PTGER2	279.8495954	0.221830027	0.157138533	1.380485874	0.167437096	0.362550924
FAM193A	676.2754841	-0.051358262	0.097331046	-0.527657457	0.597737106	0.783658086
GRK4	138.1445903	-0.280632067	0.167316849	-1.679134582	0.093125818	0.236949225
SOX9	567.9962114	-1.248972043	0.164688138	-7.65031684	2.00E-14	6.79E-13
TEKT3	7.287681366	-0.621135652	0.374671191	-1.901953482	0.057177236	0.165769769
MYH2	0.275691738	0.007560358	0.152128056	0.06281444	0.949914267	NA
HS3ST3B1	358.5679315	0.868141377	0.122614297	7.071026079	1.54E-12	4.17E-11
SLC25A35	79.21265747	0.051184803	0.209769106	0.228655664	0.819136557	0.914537533
MRPS7	388.9423503	-0.028750638	0.119759538	-0.241503409	0.809164974	0.90960481
GGA3	599.1353674	0.073475876	0.124624046	0.595463069	0.551533978	0.748935183
ARMC7	170.0365214	0.093230319	0.152697211	0.603173435	0.546393318	0.745391743
NUP85	436.9726665	0.17265921	0.114032982	1.514768025	0.129831161	0.302739048
SLC25A19	51.38494238	0.313162692	0.235069514	1.360098621	0.173798717	0.372162235
MIF4GD	161.582364	0.266422852	0.15473995	1.72674594	0.084213301	0.219508415
NT5C	294.2633428	0.176070593	0.135950099	1.294967934	0.195331291	0.399776336
MSTO1	290.9151444	-0.00235497	0.149121079	-0.022050936	0.982407324	0.99046801
MIR9-1HG	0.275691738	0.007560358	0.152128056	0.06281444	0.949914267	NA
TTF1	276.925135	-0.088038793	0.124830478	-0.706341355	0.479975881	0.693752625
GTF3C4	964.6960973	-0.07988822	0.089932898	-0.888517638	0.374262372	0.599130814
DDX31	190.2932199	0.181091482	0.149463107	1.211771803	0.225599745	0.43904545
BARHL1	0.351388872	0.037566319	0.15224924	0.234578133	0.814536183	NA
KIR2DL1	0	NA	NA	NA	NA	NA
PPP1R12C	2599.914076	0.641347124	0.096015692	6.681303139	2.37E-11	5.48E-10
MBOAT7	1372.023678	-0.071720952	0.084739361	-0.849449625	0.39563115	0.619863152
SRMS	2.225080718	0.235677565	0.326597634	0.79422546	0.427064189	NA
OPRL1	67.43178065	-0.334990979	0.22857249	-1.463946248	0.143208636	0.324791237
SLC2A4RG	966.4431278	-0.398150857	0.095352829	-4.17813945	2.94E-05	0.000264988
NPBWR2	0	NA	NA	NA	NA	NA
FNDC11	7.180599524	-0.378595527	0.373815227	-1.059994864	0.289146936	0.516036406
BHLHE23	0	NA	NA	NA	NA	NA
PPDPF	2100.582978	-0.062693775	0.091749024	-0.682275411	0.495064818	0.706343737
IL1B	0.864829198	-0.170019724	0.195219598	-0.437060313	0.662067608	NA
PLGLB2	39.45919483	0.047225326	0.268126586	0.194726038	0.845607426	0.927382932
IL37	0	NA	NA	NA	NA	NA
CHCHD5	160.1789332	-0.197349436	0.166435775	-1.196953581	0.231324648	0.44602739
PAX8	34.93790654	-0.330837006	0.307091746	-1.273368899	0.202887168	0.409906274
INSIG2	437.9809911	0.375131493	0.150663868	2.501510198	0.012366488	0.050232928
POLR1B	272.407673	-0.067919826	0.133963128	-0.508846383	0.610859904	0.793543654
HTR5BP	1.305553998	0.068655867	0.272903177	0.033832369	0.973010824	NA
CCDC93	1533.771904	-0.225566137	0.094105153	-2.398830681	0.016447518	0.062847273
PSD4	80.29182728	-0.173900611	0.207420302	-0.807107239	0.419604702	0.642910815
SLC25A23	1562.085048	-0.015445863	0.08236349	-0.18625094	0.852247978	0.930483425
PSPN	57.80896693	0.306903585	0.226565362	1.333586039	0.182339561	0.383721949
GTF2F1	1433.603559	-0.125437373	0.091191841	-1.375800624	0.168883368	0.364567691
ALKBH7	249.2562365	0.089761262	0.157585727	0.556933368	0.577572956	0.769834028
CLPP	464.6119045	0.101738898	0.108453779	0.93712307	0.348695256	0.574736191
TNFSF9	13.34862178	-1.152359195	0.356504106	-3.280506555	0.001036209	0.006228419
GRIA3	439.78254	-0.689929058	0.131296295	-5.251720574	1.51E-07	2.11E-06
THOC2	1822.014382	0.627617429	0.128942935	4.857362634	1.19E-06	1.42E-05
MED1	1351.599785	0.000959934	0.089293534	0.009137813	0.992709181	0.996538093
RPL23	11602.87161	-0.039615499	0.079228014	-0.502669486	0.615196667	0.796196846
ATG4C	226.0706254	-0.086325719	0.144274758	-0.601012952	0.54783136	0.746503884
CD70	0.540485471	0.143981724	0.163133919	0.718318375	0.472561003	NA
C3	8538.323962	0.072910742	0.071983266	1.00689545	0.313985019	0.541370217
SH2D3A	24.05237594	-0.075660593	0.305197578	-0.325315023	0.744942662	0.875804222
TRIP10	1508.074295	0.174194946	0.112492275	1.538828728	0.123846114	0.292894279
GPR108	1171.277764	-0.017683742	0.091547709	-0.191598642	0.848056606	0.928829567
TNFSF14	6.13715169	-0.12048283	0.374677295	-0.233641875	0.815263015	0.912983388
FOSB	19.47288261	0.33257602	0.320850315	1.013782088	0.310686744	0.538625685
OPA3	521.3407655	0.043103832	0.114389888	0.375267472	0.707461555	0.855066754
SNRPD2	1753.657422	-0.021297012	0.08329159	-0.255738911	0.798152447	0.903477284
RTN2	282.1251238	0.348700393	0.143804922	2.417136333	0.015643157	0.060496171
EML2	529.4538274	0.415678686	0.125441308	3.313042911	0.000922868	0.005638306
VASP	936.4825178	0.440072678	0.137436004	3.19053444	0.001420099	0.008171064
SYMPK	1213.493357	0.076526754	0.087448808	0.87288357	0.382726542	0.608032804
GPCPD1	325.5453279	-0.55454713	0.120535154	-4.600167052	4.22E-06	4.59E-05
SDCBP2	37.18752867	0.278293875	0.274178714	1.027435154	0.304215606	0.532312534
PANK2	588.8377613	0.164474032	0.101290843	1.623051088	0.104578484	0.258197251
TGM3	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
GNRH2	0.825177152	-0.04893436	0.250636802	-0.36940118	0.711828719	NA
DEFB126	0	NA	NA	NA	NA	NA
FOXA2	0	NA	NA	NA	NA	NA
FAM182A	3.11028845	-0.191262231	0.346596877	-0.816878868	0.413997655	0.636881823
CD93	0	NA	NA	NA	NA	NA
GZF1	302.3399238	0.139509812	0.121100754	1.149871987	0.2501966	0.469543337
PAX1	0	NA	NA	NA	NA	NA
NAPB	220.5072519	0.167439406	0.145313553	1.151465896	0.249540618	0.468706554
CST8	0	NA	NA	NA	NA	NA
NKX2-4	0	NA	NA	NA	NA	NA
CENPB	1860.069174	0.099142873	0.080241136	1.23533136	0.216707207	0.427953044
PSMF1	1718.227304	0.133244366	0.081113471	1.644556843	0.100061233	0.249689392
NKX2-2	0	NA	NA	NA	NA	NA
DTD1	511.7967357	0.091139841	0.11163622	0.818862612	0.412864804	0.635765385
CSTL1	0	NA	NA	NA	NA	NA
RBCK1	1399.620281	-0.049079928	0.083762989	-0.586259583	0.557701087	0.754262954
TMX4	1962.939014	0.116469333	0.123603741	0.917952239	0.358643871	0.584577877
CST11	0	NA	NA	NA	NA	NA
STK35	482.5004228	-0.212166034	0.106550378	-1.99371765	0.046182919	0.141279585
SNRPB	499.2679972	0.49502725	0.136918239	3.615265985	0.000300039	0.002114357
NRSN2	1177.233589	-0.1915794	0.086640524	-2.209803349	0.027118813	0.093650461
AP5S1	224.1979534	-0.222528964	0.150982333	-1.47539574	0.14010618	0.319727913
RRBP1	14205.2556	0.056385984	0.111612925	0.491352452	0.623177188	0.801279124
BMP2	99.5926057	-0.417241569	0.274671988	-1.638208095	0.101378292	0.252378781
ZNF133	247.5280933	-0.05385482	0.13382645	-0.401313337	0.688189446	0.843346652
FLRT3	179.2266446	-2.224934351	0.215262534	-10.38564973	2.88E-25	2.68E-23
OVOL2	0	NA	NA	NA	NA	NA
PCSK2	1383.71605	0.149240196	0.177900368	0.683435438	0.494331733	0.705710573
GFRA4	0	NA	NA	NA	NA	NA
MKKS	534.1402633	-0.175686295	0.104327424	-1.68453218	0.092078866	0.234913179
BFSP1	55.28561034	0.089211662	0.234360787	0.404163447	0.686092531	0.841833973
DSTN	15875.98172	0.902726298	0.074432031	12.12690875	7.61E-34	1.09E-31
LAMP5	0.633491272	-0.021258794	0.192741202	-0.389357253	0.697011889	NA
SNRPB2	582.4279712	0.076573317	0.108161826	0.707309024	0.479374459	0.693358398
MGME1	290.7813627	0.191427685	0.136194855	1.396673236	0.162511856	0.354653709
LRRN4	3.225925806	0.760081541	0.344223803	1.888648677	0.05893892	0.169594652
TBC1D20	1718.821506	-0.038225183	0.092039609	-0.421034798	0.673729672	0.834467208
ITPA	417.8033016	0.290425578	0.114523297	2.542092926	0.011019087	0.045715746
TCF15	0	NA	NA	NA	NA	NA
OTOR	0	NA	NA	NA	NA	NA
MCM8	129.8931606	0.100819363	0.167963305	0.602448556	0.546875597	0.745818495
